id,sura,aya,translation,7_cluster_2_dim,7_cluster_1000_dim,7_cluster_2899_dim,15_cluster_2_dim,15_cluster_1000_dim,15_cluster_2899_dim,21_cluster_2_dim,21_cluster_1000_dim,21_cluster_2899_dim
5716,79,4,dan malaikat yang mendahului dengan kencang,0,0,0,10,0,0,10,0,0
5717,79,5,dan malaikat yang mengatur urusan dunia,0,0,0,10,0,0,10,0,0
5718,79,6,Sungguh kamu akan dibangkitkan pada hari ketika tiupan pertama mengguncangkan alam,2,0,0,7,0,0,7,0,0
5719,79,7,tiupan pertama itu diiringi oleh tiupan kedua,0,0,0,10,0,0,10,0,0
5720,79,8,Hati manusia pada waktu itu merasa sangat takut,6,0,0,6,0,0,6,0,0
5721,79,9,pandangannya tunduk,0,0,0,10,0,0,10,0,0
5722,79,10,orangorang kafir berkata Apakah kita benarbenar akan dikembalikan kepada kehidupan yang semula,3,0,0,11,0,0,11,0,0
5723,79,11,Apakah akan dibangkitkan juga apabila kita telah menjadi tulang belulang yang hancur,0,0,0,10,0,0,10,0,0
5724,79,12,Mereka berkata Kalau demikian itu adalah suatu pengembalian yang merugikan,0,0,0,10,0,0,10,0,0
5725,79,13,Maka pengembalian itu hanyalah dengan sekali tiupan saja,0,0,0,10,0,0,10,0,0
5726,79,14,Maka seketika itu mereka hidup kembali di bumi yang baru,1,0,0,13,12,12,13,12,12
5727,79,15,Sudahkah sampai kepadamu Muhammad kisah Musa,0,0,0,10,0,0,10,0,0
5728,79,16,Ketika Tuhan memanggilnya Musa di lembah suci yaitu Lembah Tuwa,2,0,0,7,0,0,7,0,0
5729,79,17,pergilah engkau kepada Firaun Sesungguhnya dia telah melampaui batas,0,0,0,7,0,0,0,0,0
5730,79,18,Maka katakanlah kepada Firaun Adakah keinginanmu untuk membersihkan diri dari kesesatan,0,0,0,10,0,0,10,0,0
5731,79,19,dan engkau akan kubimbing ke jalan Tuhanmu agar engkau takut kepadaNya,2,0,0,2,0,0,2,0,0
5732,79,20,Lalu Musa memperlihatkan kepadanya mukjizat yang besar,0,0,0,10,0,0,18,0,0
5733,79,21,Tetapi dia Firaun mendustakan dan mendurhakai,2,0,0,14,0,0,14,0,0
5734,79,22,Kemudian dia berpaling seraya berusaha menantang Musa,0,0,0,10,0,0,10,0,0
5735,79,23,Kemudian dia mengumpulkan pembesarpembesarnya lalu berseru memanggil kaumnya,0,0,0,10,0,0,10,0,0
5736,79,24,Seraya berkata Akulah tuhanmu yang paling tinggi,5,0,0,9,0,0,9,0,0
5737,79,25,Maka Allah menghukumnya dengan azab di akhirat dan siksaan di dunia,6,0,0,6,0,0,6,0,0
5738,79,26,Sungguh pada yang demikian itu terdapat pelajaran bagi orang yang takut kepada Allah,4,0,0,4,0,0,4,18,0
5739,79,27,Apakah penciptaan kamu yang lebih hebat ataukah langit yang telah dibangunNya,1,0,0,13,0,0,13,0,0
5740,79,28,Dia telah meninggikan bangunannya lalu menyempurnakannya,0,0,0,10,0,0,10,0,0
5741,79,29,dan Dia menjadikan malamnya gelap gulita dan menjadikan siangnya terang benderang,0,0,0,10,0,0,10,0,0
5742,79,30,Dan setelah itu bumi Dia hamparkan,6,0,0,13,0,0,13,20,17
5743,79,31,Darinya Dia pancarkan mata air dan ditumbuhkan tumbuhtumbuhannya,0,0,0,10,0,0,10,0,0
5744,79,32,Dan gununggunung Dia pancangkan dengan kokoh,0,0,0,10,0,0,10,0,0
5745,79,33,Semua itu untuk kesenanganmu dan untuk hewanhewan ternakmu,0,0,0,10,0,0,10,0,0
5746,79,34,Maka apabila malapetaka besar hari Kiamat telah datang,3,0,0,11,0,0,11,0,0
5747,79,35,yaitu pada hari ketika manusia teringat akan apa yang telah dikerjakannya,6,0,0,0,14,14,17,14,14
5748,79,36,dan neraka diperlihatkan dengan jelas kepada setiap orang yang melihat,3,0,0,11,0,0,11,0,0
5749,79,37,Maka adapun orang yang melampaui batas,3,0,0,3,0,0,3,0,0
5750,79,38,dan lebih mengutamakan kehidupan dunia,3,0,0,3,0,0,3,0,0
5751,79,39,maka sungguh nerakalah tempat tinggalnya,2,0,0,7,0,0,7,0,0
5752,79,40,Dan adapun orangorang yang takut kepada kebesaran Tuhannya dan menahan diri dari keinginan hawa nafsunya,2,0,0,2,0,0,7,0,0
5753,79,41,maka sungguh surgalah tempat tinggalnya,2,0,0,7,0,0,7,0,0
5754,79,42,Mereka orangorang kafir bertanya kepadamu Muhammad tentang hari Kiamat Kapankah terjadinya,3,0,0,11,0,0,11,0,0
5755,79,43,Untuk apa engkau perlu menyebutkannya waktunya,0,0,0,10,0,0,18,0,0
5756,79,44,Kepada Tuhanmulah dikembalikan kesudahannya ketentuan waktunya,2,0,0,2,0,0,2,0,0
5757,79,45,Engkau Muhammad hanyalah pemberi peringatan bagi siapa yang takut kepadanya hari Kiamat,3,0,0,11,0,0,11,0,0
5758,79,46,Pada hari ketika mereka melihat hari Kiamat itu karena suasananya hebat mereka merasa seakanakan hanya sebentar saja tinggal di dunia pada waktu sore atau pagi hari,3,0,0,3,0,0,3,0,0
5759,80,1,Dia Muhammad berwajah masam dan berpaling,0,0,0,10,0,0,10,0,0
5760,80,2,karena seorang buta telah datang kepadanya Abdullah bin Ummi Maktum,0,0,0,10,0,0,10,0,0
5761,80,3,Dan tahukah engkau Muhammad barangkali dia ingin menyucikan dirinya dari dosa,0,0,0,10,0,0,10,0,0
5762,80,4,atau dia ingin mendapatkan pengajaran yang memberi manfaat kepadanya,0,0,0,10,0,0,10,18,0
5763,80,5,Adapun orang yang merasa dirinya serba cukup pembesarpembesar Quraisy,0,0,0,3,0,0,3,0,0
5764,80,6,maka engkau Muhammad memberi perhatian kepadanya,0,0,0,10,0,0,10,0,0
5765,80,7,padahal tidak ada cela atasmu kalau dia tidak menyucikan diri beriman,0,0,0,10,0,0,10,0,0
5766,80,8,Dan adapun orang yang datang kepadamu dengan bersegera untuk mendapatkan pengajaran,0,0,0,3,0,0,3,18,0
5767,80,9,sedang dia takut kepada Allah,4,0,0,4,0,0,15,0,0
5768,80,10,engkau Muhammad malah mengabaikannya,0,0,0,10,0,0,10,0,0
5769,80,11,Sekalikali jangan begitu Sungguh ajaranajaran Allah itu suatu peringatan,1,0,0,1,0,0,1,0,0
5770,80,12,maka barangsiapa menghendaki tentulah dia akan memperhatikannya,0,0,0,10,0,0,10,0,0
5771,80,13,di dalam kitabkitab yang dimuliakan di sisi Allah,1,0,0,13,0,0,19,0,0
5772,80,14,yang ditinggikan dan disucikan,0,0,0,10,0,0,10,0,0
5773,80,15,di tangan para utusan malaikat,0,0,0,10,0,0,10,0,0
5774,80,16,yang mulia lagi berbakti,0,0,0,10,0,0,10,0,0
5775,80,17,Celakalah manusia Alangkah kufurnya dia,3,0,0,3,0,0,18,0,0
5776,80,18,Dari apakah Dia Allah menciptakannya,4,0,0,4,0,0,15,16,0
5777,80,19,Dari setetes mani Dia menciptakannya lalu menentukannya,6,0,0,6,0,0,6,0,0
5778,80,20,Kemudian jalannya Dia mudahkan,6,0,0,0,0,0,17,0,0
5779,80,21,kemudian Dia mematikannya lalu menguburkannya,0,0,0,10,0,0,10,0,0
5780,80,22,kemudian jika Dia menghendaki Dia membangkitkannya kembali,0,0,0,3,0,0,3,0,0
5781,80,23,Sekalikali jangan begitu Dia manusia itu belum melaksanakan apa yang Dia Allah perintahkan kepadanya,1,0,0,13,0,0,19,0,0
5782,80,24,Maka hendaklah manusia itu memperhatikan makanannya,0,0,0,10,0,0,10,0,0
5783,80,25,Kamilah yang telah mencurahkan air melimpah dari langit,6,0,0,0,0,0,17,0,0
5784,80,26,kemudian Kami belah bumi dengan sebaikbaiknya,6,0,0,6,0,0,6,0,0
5785,80,27,lalu di sana Kami tumbuhkan bijibijian,0,0,0,10,0,0,10,0,0
5786,80,28,dan anggur dan sayursayuran,0,0,0,10,0,0,10,0,0
5787,80,29,dan zaitun dan pohon kurma,0,0,0,10,0,0,10,0,0
5788,80,30,dan kebunkebun yang rindang,0,0,0,10,0,0,10,0,0
5789,80,31,dan buahbuahan serta rerumputan,0,0,0,10,0,0,10,0,0
5790,80,32,Semua itu untuk kesenanganmu dan untuk hewanhewan ternakmu,0,0,0,10,0,0,10,0,0
5791,80,33,Maka apabila datang suara yang memekakkan tiupan sangkakala yang kedua,0,0,0,10,0,0,10,0,0
5792,80,34,pada hari itu manusia lari dari saudaranya,0,0,0,10,0,0,10,0,0
5793,80,35,dan dari ibu dan bapaknya,0,0,0,10,0,0,10,0,0
5794,80,36,dan dari istri dan anakanaknya,0,0,0,10,0,0,10,0,0
5795,80,37,Setiap orang dari mereka pada hari itu mempunyai urusan yang menyibukkannya,0,0,0,10,0,0,10,0,0
5796,80,38,Pada hari itu ada wajahwajah yang berseriseri,0,0,0,10,0,0,10,0,0
5797,80,39,tertawa dan gembira ria,0,0,0,10,0,0,10,0,0
5798,80,40,dan pada hari itu ada pula wajahwajah yang tertutup debu suram,0,0,0,10,0,0,10,0,0
5799,80,41,tertutup oleh kegelapan ditimpa kehinaan dan kesusahan,0,0,0,10,0,0,10,0,0
5800,80,42,Mereka itulah orangorang kafir yang durhaka,3,0,0,11,0,0,11,0,0
5801,81,1,Apabila matahari digulung,0,0,0,10,0,0,10,0,0
5802,81,2,dan apabila bintangbintang berjatuhan,0,0,0,10,0,0,10,0,0
5803,81,3,dan apabila gununggunung dihancurkan,0,0,0,10,0,0,10,0,0
5804,81,4,dan apabila untaunta yang bunting ditinggalkan tidak terurus,0,0,0,10,0,0,10,0,0
5805,81,5,dan apabila binatangbinatang liar dikumpulkan,0,0,0,10,0,0,10,0,0
5806,81,6,dan apabila lautan dipanaskan,0,0,0,3,0,0,3,0,0
5807,81,7,dan apabila rohroh dipertemukan dengan tubuh,0,0,0,10,0,0,10,0,0
5808,81,8,dan apabila bayibayi perempuan yang dikubur hiduphidup ditanya,0,0,0,10,0,0,10,0,0
5809,81,9,karena dosa apa dia dibunuh,3,0,0,3,0,0,3,0,0
5810,81,10,Dan apabila lembaranlembaran catatan amal telah dibuka lebarlebar,0,0,0,10,0,0,10,0,0
5811,81,11,dan apabila langit dilenyapkan,1,0,0,13,0,0,13,0,0
5812,81,12,dan apabila neraka Jahim dinyalakan,3,0,0,11,0,0,11,0,0
5813,81,13,dan apabila surga didekatkan,3,0,0,11,0,0,11,0,0
5814,81,14,setiap jiwa akan mengetahui apa yang telah dikerjakannya,0,0,0,10,0,0,10,0,0
5815,81,15,Aku bersumpah demi bintangbintang,0,0,0,10,0,0,10,0,0
5816,81,16,yang beredar dan terbenam,0,0,0,10,0,0,10,0,0
5817,81,17,demi malam apabila telah larut,0,0,0,10,0,0,10,0,0
5818,81,18,dan demi subuh apabila telah menyinsing,0,0,0,10,0,0,10,0,0
5819,81,19,sesungguhnya AlQuran itu benarbenar firman Allah yang dibawa oleh utusan yang mulia Jibril,1,0,0,1,0,0,1,0,0
5820,81,20,yang memiliki kekuatan memiliki kedudukan tinggi di sisi Allah yang memiliki Arasy,1,0,0,13,0,0,19,0,0
5821,81,21,yang di sana di alam malaikat ditaati dan dipercaya,6,0,0,7,0,0,0,0,0
5822,81,22,Dan temanmu Muhammad itu bukanlah orang gila,3,0,0,3,0,0,3,0,0
5823,81,23,Dan sungguh dia Muhammad telah melihatnya Jibril di ufuk yang terang,6,0,0,7,0,0,0,0,0
5824,81,24,Dan Dia Muhammad bukanlah seorang yang kikir enggan untuk menerangkan yang gaib,0,0,0,0,0,0,10,0,0
5825,81,25,Dan AlQuran itu bukanlah perkataan setan yang terkutuk,0,0,0,3,0,0,3,18,0
5826,81,26,maka ke manakah kamu akan pergi,2,1,1,2,1,1,8,1,1
5827,81,27,AlQuran itu tidak lain adalah peringatan bagi seluruh alam,3,0,0,7,0,0,18,18,0
5828,81,28,yaitu bagi siapa di antara kamu yang menghendaki menempuh jalan yang lurus,6,0,0,0,0,0,17,0,0
5829,81,29,Dan kamu tidak dapat menghendaki menempuh jalan itu kecuali apabila dikehendaki Allah Tuhan seluruh alam,2,0,0,12,0,0,20,0,0
5830,82,1,Apabila langit terbelah,1,0,0,13,0,0,13,0,0
5831,82,2,dan apabila bintangbintang jatuh berserakan,0,0,0,10,0,0,10,0,0
5832,82,3,dan apabila lautan dijadikan meluap,0,0,0,10,0,0,10,0,0
5833,82,4,dan apabila kuburankuburan dibongkar,0,0,0,10,0,0,10,0,0
5834,82,5,maka setiap jiwa akan mengetahui apa yang telah dikerjakan dan yang dilalaikannya,0,0,0,10,0,0,10,0,0
5835,82,6,Wahai manusia Apakah yang telah memperdayakan kamu berbuat durhaka terhadap Tuhanmu Yang Maha Pengasih,2,0,0,12,0,0,20,0,0
5836,82,7,Yang telah menciptakanmu lalu menyempurnakan kejadianmu dan menjadikan susunan tubuhmu seimbang,6,0,0,0,0,0,17,0,0
5837,82,8,dalam bentuk apa saja yang dikehendaki Dia menyusun tubuhmu,0,0,0,0,0,0,10,0,0
5838,82,9,Sekalikali jangan begitu Bahkan kamu mendustakan hari pembalasan,3,0,0,14,0,0,14,0,0
5839,82,10,Dan sesungguhnya bagi kamu ada malaikatmalaikat yang mengawasi pekerjaanmu,6,0,0,7,0,0,0,0,0
5840,82,11,yang mulia di sisi Allah dan yang mencatat perbuatanmu,1,0,0,13,0,0,13,0,0
5841,82,12,mereka mengetahui apa yang kamu kerjakan,0,0,0,3,14,14,3,14,14
5842,82,13,Sesungguhnya orangorang yang berbakti benarbenar berada dalam surga yang penuh kenikmatan,2,0,0,8,0,0,7,0,0
5843,82,14,dan sesungguhnya orangorang yang durhaka benarbenar berada dalam neraka,0,0,0,7,0,0,18,0,0
5844,82,15,Mereka masuk ke dalamnya pada hari pembalasan,3,0,0,11,0,0,11,0,0
5845,82,16,Dan mereka tidak mungkin keluar dari neraka itu,3,0,0,11,0,0,11,0,0
5846,82,17,Dan tahukah kamu apakah hari pembalasan itu,3,0,0,11,11,11,11,11,11
5847,82,18,Sekali lagi tahukah kamu apakah hari pembalasan itu,3,0,0,11,11,11,11,11,11
5848,82,19,Yaitu pada hari ketika seseorang sama sekali tidak berdaya menolong orang lain Dan segala urusan pada hari itu dalam kekuasaan Allah,1,0,0,13,0,0,19,0,0
5849,83,1,Celakalah bagi orangorang yang curang dalam menakar dan menimbang,3,0,0,11,0,0,11,0,0
5850,83,2,yaitu orangorang yang apabila menerima takaran dari orang lain mereka minta dicukupkan,3,0,0,3,0,0,3,0,0
5851,83,3,dan apabila mereka menakar atau menimbang untuk orang lain mereka mengurangi,0,0,0,3,0,0,3,0,0
5852,83,4,Tidakkah mereka itu mengira bahwa sesungguhnya mereka akan dibangkitkan,2,0,0,12,0,0,20,0,0
5853,83,5,pada suatu hari yang besar,0,0,0,10,0,0,10,0,0
5854,83,6,yaitu pada hari ketika semua orang bangkit menghadap Tuhan seluruh alam,2,0,0,2,0,0,2,0,0
5855,83,7,Sekalikali jangan begitu Sesungguhnya catatan orang yang durhaka benarbenar tersimpan dalam Sijjn,0,0,0,7,0,0,0,0,0
5856,83,8,Dan tahukah engkau apakah Sijjn itu,0,0,0,10,0,0,10,0,0
5857,83,9,Yaitu Kitab yang berisi catatan amal,0,0,0,10,0,0,10,0,0
5858,83,10,Celakalah pada hari itu bagi orangorang yang mendustakan,3,4,4,14,4,4,14,4,4
5859,83,11,yaitu orangorang yang mendustakannya hari pembalasan,3,0,0,14,11,11,14,11,11
5860,83,12,Dan tidak ada yang mendustakannya hari pembalasan kecuali setiap orang yang melampaui batas dan berdosa,3,0,0,8,0,0,8,0,0
5861,83,13,yang apabila dibacakan kepadanya ayatayat Kami dia berkata Itu adalah dongeng orangorang dahulu,3,0,0,11,0,0,11,0,0
5862,83,14,Sekalikali tidak Bahkan apa yang mereka kerjakan itu telah menutupi hati mereka,0,0,0,10,0,0,10,0,0
5863,83,15,Sekalikali tidak Sesungguhnya mereka pada hari itu benarbenar terhalang dari melihat Tuhannya,2,0,0,9,0,0,9,0,0
5864,83,16,Kemudian sesungguhnya mereka benarbenar masuk neraka,2,0,0,7,0,0,7,0,0
5865,83,17,Kemudian dikatakan kepada mereka Inilah azab yang dahulu kamu dustakan,5,0,0,14,0,0,14,0,0
5866,83,18,Sekalikali tidak Sesungguhnya catatan orangorang yang berbakti benarbenar tersimpan dalam Illiyyn,0,0,0,10,0,0,0,0,0
5867,83,19,Dan tahukah engkau apakah Illiyyn itu,0,0,0,10,0,0,10,0,0
5868,83,20,Yaitu Kitab yang berisi catatan amal,0,0,0,10,0,0,10,0,0
5869,83,21,yang disaksikan oleh malaikatmalaikat yang didekatkan kepada Allah,1,0,0,13,0,0,19,0,0
5870,83,22,Sesungguhnya orangorang yang berbakti benarbenar berada dalam surga yang penuh kenikmatan,2,0,0,8,0,0,7,0,0
5871,83,23,mereka duduk di atas dipandipan melepas pandangan,0,0,0,10,0,0,10,0,0
5872,83,24,Kamu dapat mengetahui dari wajah mereka kesenangan hidup yang penuh kenikmatan,3,0,0,8,0,0,18,0,0
5873,83,25,Mereka diberi minum dari khamar murni tidak memabukkan yang tempatnya masih dilak disegel,0,0,0,10,0,0,10,0,0
5874,83,26,Laknya dari kasturi Dan untuk yang demikian itu hendaknya orang berlombalomba,0,0,0,10,0,0,10,0,0
5875,83,27,Dan campurannya dari tasnm,0,0,0,10,0,0,10,0,0
5876,83,28,yaitu mata air yang diminum oleh mereka yang dekat kepada Allah,1,0,0,13,0,0,19,0,0
5877,83,29,Sesungguhnya orangorang yang berdosaadalah mereka yang dahulu menertawakan orangorang yang beriman,0,0,0,10,0,0,18,0,0
5878,83,30,Dan apabila mereka orangorang yang beriman melintas di hadapan mereka mereka saling mengedipngedipkan matanya,3,0,0,3,0,0,3,0,0
5879,83,31,dan apabila kembali kepada kaumnya mereka kembali dengan gembira ria,3,0,0,3,0,0,3,0,0
5880,83,32,Dan apabila mereka melihat orangorang mukmin mereka mengatakan Sesungguhnya mereka benarbenar orangorang sesat,0,0,0,7,0,0,18,0,0
5881,83,33,padahal orangorang yang berdosa itu mereka tidak diutus sebagai penjaga orangorang mukmin,3,0,0,11,0,0,11,0,0
5882,83,34,Maka pada hari ini orangorang yang beriman yang menertawakan orangorang kafir,3,0,0,11,0,0,11,0,0
5883,83,35,mereka duduk di atas dipandipan melepas pandangan,0,0,0,10,0,0,10,0,0
5884,83,36,Apakah orangorang kafir itu diberi balasan hukuman terhadap apa yang telah mereka perbuat,3,0,0,11,11,11,11,11,11
5885,84,1,Apabila langit terbelah,1,0,0,13,0,0,13,0,0
5886,84,2,dan patuh kepada Tuhannya dan sudah semestinya patuh,2,0,0,2,0,0,2,0,0
5887,84,3,dan apabila bumi diratakan,6,0,0,6,0,0,6,0,0
5888,84,4,dan memuntahkan apa yang ada di dalamnya dan menjadi kosong,0,0,0,10,0,0,10,0,0
5889,84,5,dan patuh kepada Tuhannya dan sudah semestinya patuh,2,0,0,2,0,0,2,0,0
5890,84,6,Wahai manusia Sesungguhnya kamu telah bekerja keras menuju Tuhanmu maka kamu akan menemuiNya,2,0,0,9,0,0,9,0,0
5891,84,7,Maka adapun orang yang catatanya diberikan dari sebelah kanannya,0,0,0,3,0,0,3,0,0
5892,84,8,maka dia akan diperiksa dengan pemeriksaan yang mudah,0,0,0,10,0,0,10,0,0
5893,84,9,dan dia akan kembali kepada keluarganya yang samasama beriman dengan gembira,0,0,0,10,0,0,10,0,0
5894,84,10,Dan adapun orang yang catatannya diberikan dari arah belakang,3,0,0,3,0,0,3,0,0
5895,84,11,maka dia akan berteriak Celakalah aku,3,0,0,11,0,0,18,0,0
5896,84,12,Dan dia akan masuk ke dalam api yang menyalanyala neraka,3,0,0,11,0,0,11,0,0
5897,84,13,Sungguh dia dahulu di dunia bergembira di kalangan keluarganya yang samasama kafir,0,0,0,10,0,0,0,0,0
5898,84,14,Sesungguhnya dia mengira bahwa dia tidak akan kembali kepada Tuhannya,5,0,0,5,7,7,5,17,16
5899,84,15,Tidak demikian sesungguhnya Tuhannya selalu melihatnya,5,0,0,5,7,7,5,17,16
5900,84,16,Maka Aku bersumpah demi cahaya merah pada waktu senja,0,0,0,10,0,0,10,0,0
5901,84,17,demi malam dan apa yang diselubunginya,0,0,0,10,0,0,10,0,0
5902,84,18,demi bulan apabila jadi purnama,0,0,0,10,0,0,10,0,0
5903,84,19,sungguh akan kamu jalani tingkat demi tingkat dalam kehidupan,6,0,0,7,0,0,0,0,0
5904,84,20,Maka mengapa mereka tidak mau beriman,0,0,0,3,0,0,3,18,19
5905,84,21,Dan apabila AlQuran dibacakan kepada mereka mereka tidak mau bersujud,3,0,0,3,0,0,3,18,0
5906,84,22,bahkan orangorang kafir itu mendustakannya,3,0,0,14,0,0,14,0,0
5907,84,23,Dan Allah lebih mengetahui apa yang mereka sembunyikan dalam hati mereka,4,0,0,4,0,0,4,0,0
5908,84,24,Maka sampaikanlah kepada mereka ancaman azab yang pedih,3,0,0,11,0,0,11,0,0
5909,84,25,kecuali orangorang yang beriman dan mengerjakan kebajikan mereka akan mendapat pahala yang tidak putusputusnya,3,0,0,3,0,0,3,18,0
5910,85,1,Demi langit yang mempunyai gugusan bintang,6,0,0,6,0,0,6,0,0
5911,85,2,dan demi hari yang dijanjikan,0,0,0,0,0,0,17,0,0
5912,85,3,Demi yang menyaksikan dan yang disaksikan,0,0,0,0,0,0,17,0,0
5913,85,4,Binasalah orangorang yang membuat parit yaitu para pembesar Najran di Yaman,3,0,0,3,0,0,3,0,0
5914,85,5,yang berapi yang mempunyai kayu bakar,0,0,0,10,0,0,10,0,0
5915,85,6,ketika mereka duduk di sekitarnya,3,0,0,3,0,0,3,0,0
5916,85,7,sedang mereka menyaksikan apa yang mereka perbuat terhadap orangorang mukmin,3,0,0,11,0,0,3,0,0
5917,85,8,Dan mereka menyiksa orangorang mukmin itu hanya karena orangorang mukmin itu beriman kepada Allah Yang Mahaperkasa Maha Terpuji,1,0,0,13,0,0,13,0,0
5918,85,9,yang memiliki kerajaan langit dan bumi Dan Allah Maha Menyaksikan segala sesuatu,4,0,0,4,0,0,4,0,0
5919,85,10,Sungguh orangorang yang mendatangkan cobaan bencana membunuh menyiksa kepada orangorang mukmin lakilaki dan perempuan lalu mereka tidak bertobat maka mereka akan mendapat azab Jahanam dan mereka akan mendapat azab neraka yang membakar,3,0,0,11,0,0,18,0,0
5920,85,11,Sungguh orangorang yang beriman dan mengerjakan kebajikan mereka akan mendapat surga yang mengalir di bawahnya sungaisungai itulah kemenangan yang agung,0,0,0,10,0,0,10,0,0
5921,85,12,Sungguh azab Tuhanmu sangat keras,2,0,0,9,0,0,9,0,0
5922,85,13,Sungguh Dialah yang memulai penciptaan makhluk dan yang menghidupkannya kembali,1,0,0,1,0,0,1,0,0
5923,85,14,Dan Dialah Yang Maha Pengampun Maha Pengasih,4,0,0,4,0,0,15,0,0
5924,85,15,Yang memiliki Arasy lagi Mahamulia,6,0,0,6,0,0,6,0,0
5925,85,16,Mahakuasa berbuat apa yang Dia kehendaki,6,0,0,6,0,0,17,0,0
5926,85,17,Sudahkah sampai kepadamu berita tentang bala tentara penentang,0,0,0,10,0,0,10,0,0
5927,85,18,yaitu Firaun dan Samud,3,0,0,3,0,0,18,0,0
5928,85,19,Memang orangorang kafir selalu mendustakan,3,0,0,14,0,0,14,0,0
5929,85,20,padahal Allah mengepung dari belakang mereka sehingga tidak dapat lolos,1,0,0,13,0,0,19,0,0
5930,85,21,Bahkan yang didustakan itu ialah AlQuran yang mulia,2,0,0,14,0,0,14,18,0
5931,85,22,yang tersimpan dalam tempat yang terjaga Lau Maf,0,0,0,10,0,0,10,0,0
5932,86,1,Demi langit dan yang datang pada malam hari,1,0,0,13,0,0,13,0,0
5933,86,2,Dan tahukah kamu apakah yang datang pada malam hari itu,0,0,0,10,0,0,10,0,0
5934,86,3,Yaitu bintang yang bersinar tajam,0,0,0,10,0,0,10,0,0
5935,86,4,setiap orang pasti ada penjaganya,3,0,0,3,0,0,3,0,0
5936,86,5,Maka hendaklah manusia memperhatikan dari apa dia diciptakan,1,0,0,13,0,0,13,16,0
5937,86,6,Dia diciptakan dari air mani yang terpancar,6,0,0,6,0,0,6,0,0
5938,86,7,yang keluar dari antara tulang punggung sulbi dan tulang dada,0,0,0,10,0,0,10,0,0
5939,86,8,Sungguh Allah benarbenar kuasa untuk mengembalikannya hidup setelah mati,1,0,0,1,0,0,1,0,0
5940,86,9,Pada hari ditampakkan segala rahasia,6,0,0,0,0,0,17,0,0
5941,86,10,maka manusia tidak lagi mempunyai suatu kekuatan dan tidak pula ada penolong,6,0,0,6,0,0,6,0,0
5942,86,11,Demi langit yang mengandung hujan,6,0,0,6,0,0,6,0,0
5943,86,12,dan bumi yang mempunyai tumbuhtumbuhan,6,0,0,6,0,0,6,0,0
5944,86,13,sungguh AlQuran itu benarbenar firman pemisah antara yang hak dan yang batil,6,0,0,7,0,0,0,0,0
5945,86,14,dan AlQuran itu bukanlah senda gurauan,0,0,0,3,0,0,3,18,0
5946,86,15,Sungguh mereka orang kafir merencanakan tipu daya yang jahat,0,0,0,10,0,0,10,0,0
5947,86,16,dan Aku pun membuat rencana tipu daya yang jitu,0,0,0,10,0,0,10,0,0
5948,86,17,Karena itu berilah penangguhan kepada orangorang kafir Berilah mereka kesempatan untuk sementara waktu,3,0,0,11,0,0,3,0,0
5949,87,1,Sucikanlah nama Tuhanmu Yang Mahatinggi,2,0,0,2,0,0,2,0,0
5950,87,2,yang menciptakan lalu menyempurnakan penciptaanNya,4,0,0,4,0,0,19,16,0
5951,87,3,yang menentukan kadar masingmasing dan memberi petunjuk,0,0,0,10,0,0,10,0,0
5952,87,4,dan Yang menumbuhkan rerumputan,0,0,0,10,0,0,10,0,0
5953,87,5,lalu dijadikanNya rumputrumput itu kering kehitamhitaman,0,0,0,10,0,0,10,0,0
5954,87,6,Kami akan membacakan AlQuran kepadamu Muhammad sehingga engkau tidak akan lupa,0,0,0,10,0,0,10,18,0
5955,87,7,kecuali jika Allah menghendaki Sungguh Dia mengetahui yang terang dan yang tersembunyi,4,0,0,4,0,0,4,18,0
5956,87,8,Dan Kami akan memudahkan bagimu ke jalan kemudahan mencapai kebahagian dunia dan akhirat,0,0,0,10,0,0,10,0,0
5957,87,9,oleh sebab itu berikanlah peringatan karena peringatan itu bermanfaat,3,0,0,3,0,0,3,0,0
5958,87,10,orang yang takut kepada Allah akan mendapat pelajaran,4,0,0,4,0,0,19,18,0
5959,87,11,dan orang yang celaka kafir akan menjauhinya,3,0,0,11,0,0,11,0,0
5960,87,12,yaitu orang yang akan memasuki api yang besar neraka,3,0,0,11,0,0,11,0,0
5961,87,13,selanjutnya dia di sana tidak mati dan tidak pula hidup,0,0,0,3,12,12,3,12,12
5962,87,14,Sungguh beruntung orang yang menyucikan diri dengan beriman,6,0,0,7,0,0,0,0,0
5963,87,15,dan mengingat nama Tuhannya lalu dia salat,2,0,0,9,0,0,9,0,0
5964,87,16,Sedangkan kamu orangorang kafir memilih kehidupan dunia,3,0,0,11,0,0,11,0,0
5965,87,17,padahal kehidupan akhirat itu lebih baik dan lebih kekal,3,0,0,3,0,0,3,0,0
5966,87,18,Sesungguhnya ini terdapat dalam kitabkitab yang dahulu,2,0,0,12,0,0,20,0,0
5967,87,19,yaitu kitabkitab Ibrahim dan Musa,0,0,0,10,0,0,10,0,0
5968,88,1,Sudahkah sampai kepadamu berita tentang hari Kiamat,3,0,0,11,0,0,11,0,0
5969,88,2,Pada hari itu banyak wajah yang tertunduk hina,0,0,0,10,0,0,10,0,0
5970,88,3,karena bekerja keras lagi kepayahan,0,0,0,10,0,0,10,0,0
5971,88,4,mereka memasuki api yang sangat panas neraka,3,0,0,11,0,0,11,0,0
5972,88,5,diberi minum dari sumber mata air yang sangat panas,0,0,0,3,0,0,3,0,0
